report_id,equipment,report_text,failure_type,severity,action_taken
247,Agitator AG-347,"Maintenance personnel reported intermittent knocking on the agitator ag-347 while running at high speed. Investigation identified excessive belt tension, and maintenance was requested. Corrective work was completed: the bearing was replaced.",Mechanical,Critical,the bearing was replaced
868,Steam Generator SG-218,"The steam generator sg-218 developed a fault linked to a faulty temperature sensor. Temperature rose above the permitted limit during a routine temperature check, so the process was paused. Corrective work was completed: heat distribution was recalibrated.",Thermal,High,heat distribution was recalibrated
73,Mixer MX-173,"Inspection found insufficient lubrication on the mixer mx-173; abnormal friction during peak production, and the line operated at reduced speed. Corrective work was completed: the coupling was changed.",Mechanical,Low,the coupling was changed
653,Pneumatic Cylinder PC-253,"Inspection found excessive pressure loss on the pneumatic cylinder pc-253; the valve responded slowly during a pressure test, and the equipment was taken offline. Corrective work was completed: the regulator was recalibrated.",Pneumatic,Low,the regulator was recalibrated
15,Roller Assembly RA-115,"Maintenance personnel reported increased bearing temperature on the roller assembly ra-115 during continuous operation. Investigation identified seal deterioration, and the machine tripped. Corrective work was completed: the seal was renewed.",Mechanical,Low,the seal was renewed
71,Conveyor CV-171,"Maintenance personnel reported uneven rotation on the conveyor cv-171 under variable load. Investigation identified shaft misalignment, and operator intervention was required. Corrective work was completed: the rotating assembly was balanced.",Mechanical,Critical,the rotating assembly was balanced
45,Mixer MX-145,"Inspection found a loose mounting bolt on the mixer mx-145; belt tracking deviation after a scheduled restart, and the component required immediate attention. Corrective work was completed: mounting hardware was tightened.",Mechanical,Low,mounting hardware was tightened
754,Heat Exchanger HX-104,"A fault was detected on the heat exchanger hx-104 because of poor thermal insulation. Pressure increased unexpectedly during extended operation, resulting in the process was paused. Corrective work was completed: heat dissipation was restored.",Thermal,Medium,heat dissipation was restored
970,Thermal Reactor TR-320,"A fault was detected on the thermal reactor tr-320 because of uneven heat distribution. Oil temperature increased rapidly while processing a high-temperature batch, resulting in the unit was isolated for inspection. Corrective work was completed: heat dissipation was restored.",Thermal,Low,heat dissipation was restored
990,Oil Cooler OC-340,"A fault was detected on the oil cooler oc-340 because of excessive fuel input. Pressure increased unexpectedly during a routine temperature check, resulting in the equipment entered protection mode. Corrective work was completed: thermal insulation was repaired.",Thermal,High,thermal insulation was repaired
607,Pneumatic Actuator PA-207,"Maintenance personnel reported airflow became restricted on the pneumatic actuator pa-207 during a pressure test. Investigation identified excessive pressure loss, and the actuator stopped. Corrective work was completed: the moisture separator was serviced.",Pneumatic,Critical,the moisture separator was serviced
760,Thermal Reactor TR-110,"The thermal reactor tr-110 developed a fault linked to a defective pressure valve. The unit could not maintain the set temperature during peak production, so the unit was isolated for inspection. Corrective work was completed: heat dissipation was restored.",Thermal,High,heat dissipation was restored
430,Motor M-280,"A fault was detected on the motor m-280 because of damaged motor winding. The unit failed to start during routine testing, resulting in the line lost power. Corrective work was completed: the cable termination was corrected.",Electrical,Critical,the cable termination was corrected
682,Air Receiver AR-282,"The air receiver ar-282 developed a fault linked to a loose pipe fitting. The pneumatic circuit became unstable after a maintenance restart, so the actuator stopped. Corrective work was completed: the regulator was recalibrated.",Pneumatic,Medium,the regulator was recalibrated
772,Thermal Reactor TR-122,"The thermal reactor tr-122 developed a fault linked to insufficient heat dissipation. Heat transfer efficiency dropped while processing a high-temperature batch, so the process temperature became unstable. Corrective work was completed: coolant was replenished.",Thermal,High,coolant was replenished
2,Shaft Assembly SA-102,"The shaft assembly sa-102 developed a fault linked to seal deterioration. Belt tracking deviation after a long production cycle, so the machine tripped. Corrective work was completed: belt tension was corrected.",Mechanical,Medium,belt tension was corrected
530,Pneumatic Actuator PA-130,"The pneumatic actuator pa-130 developed a fault linked to a defective control valve. Pressure fluctuated during operation after filter replacement, so the production line paused. Corrective work was completed: the pipe fitting was tightened.",Pneumatic,High,the pipe fitting was tightened
978,Process Heater PH-328,"A fault was detected on the process heater ph-328 because of poor thermal insulation. Steam temperature exceeded the target during peak production, resulting in production was interrupted. Corrective work was completed: the pressure valve was inspected.",Thermal,Medium,the pressure valve was inspected
